c1,step_index,gradient_norm
0.0024,27,7.321659102822395
0.0024,28,8.085985063300022
0.0024,29,6.937973843041443
0.0024,30,6.849524418131257
0.0024,31,8.015242289168203
0.0024,32,7.034196288553534
0.0024,33,7.961544898747775
0.0024,34,6.2833745093086755
0.0024,35,4.925879175689639
0.0024,36,6.8042356174864596
0.0024,37,6.082505571833598
0.0024,38,4.849335858419172
0.0024,39,4.519038763540028
0.0024,40,4.380675903342011
0.0024,41,4.704502279941809
0.0024,42,3.6168474900540475
0.0024,43,3.6931701341739
0.0024,44,0.634213784699378
0.0024,45,2.047049381499397
0.0024,46,2.7881740252329767
0.0024,47,2.3671760186722084
0.0024,48,1.9118789664828115
0.0024,49,2.7051450847330205
0.0024,50,2.027832411302113
0.0024,51,1.0942527139431533
0.0024,52,1.3121670370345586
0.0024,53,2.111380031044895
0.0024,54,0.8627707980669739
0.0024,55,0.42349227320348354
0.0024,56,0.20027396850979653
0.0024,57,0.07431345621186043
0.0024,58,0.02937521740029599
0.0024,59,0.0030855731765054104
0.0024,60,3.363774380632147e-05
